transaction_id,po_number,company_code,purchasing_org,purchasing_group,document_type,date,vendor_number,supplier_id,supplier_name,plant_code,site,storage_location,material_number,category,description,quantity,unit_price,total_amount,currency,on_contract,planned_lead_days,planned_delivery_date,actual_gr_date,gr_document_number,delivery_status,days_late
TX-02251,PO-90758,CA01,PO01,PG1,NB,2024-08-07,100002,S002,Wesco Distribution,NX70,Aurora,SL01,MAT-10005,MRO,Bearing assembly,1.62,310.98,503.79,CAD,1,5,2024-08-12,2024-08-12,GR5000448,On Time,0
TX-00917,PO-62286,CA01,PO01,PG3,NB,2025-02-20,100027,S027,Western Agri-Chem,NX40,Patience Lake,SL03,MAT-10031,Chemicals,Hydrochloric acid,2.76,3657.84,10095.64,CAD,1,8,2025-02-28,2025-02-28,GR5000449,On Time,0
TX-00669,PO-41179,CA01,PO01,PG2,NB,2025-10-16,100031,S031,Precision Instruments,NX60,Rocanville,SL02,MAT-10018,Instrumentation,Temperature probe,17.25,15419.81,265991.72,CAD,0,14,2025-10-30,2025-10-30,GR5000450,On Time,0
TX-02009,PO-12244,CA01,PO01,PG2,NB,2023-03-16,100034,S034,ABB Canada,NX20,Vanscoy,SL02,MAT-10050,Electrical,Junction box,9.61,255.08,2451.32,CAD,1,12,2023-03-28,2023-03-28,GR5000451,On Time,0
TX-00685,PO-70616,CA01,PO01,PG5,UB,2025-08-01,100036,S036,Canpar Courier,NX10,Allan,SL05,MAT-10029,Logistics,Expedited shipping,17.95,4527.26,81264.32,CAD,1,1,2025-08-02,2025-08-02,GR5000452,On Time,0
TX-00531,PO-73133,CA01,PO01,PG1,NB,2024-08-03,100040,S040,Generic Supplies Inc,NX70,Aurora,SL01,MAT-10006,MRO,Gear oil,19.0,1137.99,21621.81,CAD,0,15,2024-08-18,2024-08-18,GR5000453,On Time,0
TX-00259,PO-98008,CA01,PO01,PG2,NB,2023-03-22,100034,S034,ABB Canada,NX70,Aurora,SL02,MAT-10052,Instrumentation,Control valve,17.6,5921.84,104224.38,CAD,1,12,2023-04-03,2023-04-03,GR5000454,On Time,0
TX-01758,PO-32271,CA01,PO01,PG2,NB,2023-05-14,100033,S033,Siemens Canada,NX20,Vanscoy,SL02,MAT-10019,Electrical,LED fixture,8.79,8107.25,71262.73,CAD,1,10,2023-05-24,2023-05-24,GR5000455,On Time,0
TX-01273,PO-65433,CA01,PO01,PG4,NB,2023-04-21,100039,S039,Sealed Air Canada,NX10,Allan,SL04,MAT-10043,Packaging,Stretch film,11.4,124.05,1414.17,CAD,1,8,2023-04-29,2023-04-29,GR5000456,On Time,0
TX-00209,PO-57920,CA01,PO01,PG3,NB,2025-03-17,100008,S008,Univar Solutions,NX20,Vanscoy,SL03,MAT-10007,Chemicals,Corrosion inhibitor,8.09,11852.02,95882.84,CAD,1,9,2025-03-26,2025-03-26,GR5000457,On Time,0
TX-01313,PO-48466,CA01,PO01,PG3,NB,2023-03-11,100026,S026,Sask Chemical Corp,NX10,Allan,SL03,MAT-10011,Chemicals,Scale inhibitor,19.2,3634.31,69778.75,CAD,1,6,2023-03-17,2023-03-17,GR5000458,On Time,0
TX-01119,PO-51317,CA01,PO01,PG3,NB,2024-11-21,100030,S030,DuPont Canada,NX50,Redwater,SL03,MAT-10017,Agri-Chemicals,Phosphate blend,12.48,2957.78,36913.09,CAD,1,7,2024-11-28,2024-11-28,GR5000459,On Time,0
TX-00642,PO-83490,CA01,PO01,PG2,NB,2025-12-24,100006,S006,HD Supply,NX50,Redwater,SL02,MAT-10036,Electrical,Control panel,2.67,3143.35,8392.74,CAD,1,10,2026-01-03,2026-01-03,GR5000460,On Time,0
TX-00793,PO-76003,CA01,PO01,PG3,NB,2024-03-05,100040,S040,Generic Supplies Inc,NX50,Redwater,SL03,MAT-10017,Agri-Chemicals,Phosphate blend,15.31,6816.04,104353.57,CAD,0,15,2024-03-20,2024-03-20,GR5000461,On Time,0
TX-00471,PO-81786,CA01,PO01,PG4,NB,2024-12-28,100024,S024,Northern Safety,NX30,Cory,SL04,MAT-10008,Safety,FR coveralls,41.7,386.48,16116.22,CAD,1,2,2024-12-30,2024-12-30,GR5000462,On Time,0
TX-00405,PO-14551,CA01,PO01,PG4,NB,2024-04-27,100039,S039,Sealed Air Canada,NX40,Patience Lake,SL04,MAT-10043,Packaging,Stretch film,24.3,231.59,5627.64,CAD,1,8,2024-05-05,2024-05-05,GR5000463,On Time,0
TX-02293,PO-83509,CA01,PO01,PG2,NB,2024-10-01,100034,S034,ABB Canada,NX40,Patience Lake,SL02,MAT-10002,Instrumentation,Flow meter,3.88,11932.74,46299.03,CAD,1,12,2024-10-13,2024-10-13,GR5000464,On Time,0
TX-02261,PO-35762,CA01,PO01,PG2,NB,2024-02-13,100034,S034,ABB Canada,NX30,Cory,SL02,MAT-10025,Instrumentation,Analyzer calibration,16.22,5612.04,91027.29,CAD,1,12,2024-02-25,2024-02-25,GR5000465,On Time,0
TX-02103,PO-25689,CA01,PO01,PG4,NB,2025-10-15,100039,S039,Sealed Air Canada,NX60,Rocanville,SL04,MAT-10045,Packaging,Label stock,13.9,624.61,8682.08,CAD,1,8,2025-10-23,2025-10-23,GR5000466,On Time,0
TX-00563,PO-61605,CA01,PO01,PG1,NB,2025-05-16,100005,S005,Motion Industries,NX50,Redwater,SL01,MAT-10026,MRO,Hose assembly,10.09,2456.42,24785.28,CAD,1,6,2025-05-22,2025-05-22,GR5000467,On Time,0
TX-00257,PO-53288,CA01,PO01,PG4,NB,2025-12-21,100039,S039,Sealed Air Canada,NX40,Patience Lake,SL04,MAT-10013,Packaging,Pallet wrap,7.6,546.29,4151.8,CAD,1,8,2025-12-29,2025-12-29,GR5000468,On Time,0
TX-00604,PO-59514,CA01,PO01,PG4,NB,2024-12-12,100025,S025,Direct Safety,NX40,Patience Lake,SL04,MAT-10020,Safety,Safety harness,40.5,204.17,8268.89,CAD,0,7,2024-12-19,2024-12-19,GR5000469,On Time,0
TX-01917,PO-38819,CA01,PO01,PG2,NB,2024-04-29,100033,S033,Siemens Canada,NX50,Redwater,SL02,MAT-10009,Instrumentation,Level sensor,3.88,14512.19,56307.3,CAD,1,10,2024-05-09,2024-05-09,GR5000470,On Time,0
TX-00106,PO-58311,CA01,PO01,PG2,NB,2025-03-19,100033,S033,Siemens Canada,NX50,Redwater,SL02,MAT-10036,Electrical,Control panel,1.26,8141.27,10258.0,CAD,1,10,2025-03-29,2025-03-29,GR5000471,On Time,0
TX-01546,PO-60800,CA01,PO01,PG4,NB,2025-02-09,100025,S025,Direct Safety,NX70,Aurora,SL04,MAT-10048,Safety,Hard hat,41.7,326.84,13629.23,CAD,0,7,2025-02-16,2025-02-16,GR5000472,On Time,0
TX-01428,PO-63557,CA01,PO01,PG1,NB,2025-08-13,100004,S004,Fastenal Canada,NX20,Vanscoy,SL01,MAT-10035,MRO,Conveyor belt,1.7,1646.32,2798.74,CAD,1,4,2025-08-17,2025-08-17,GR5000473,On Time,0
TX-01855,PO-32940,CA01,PO01,PG4,NB,2023-03-18,100039,S039,Sealed Air Canada,NX20,Vanscoy,SL04,MAT-10024,Packaging,Poly liner,25.4,1674.47,42531.54,CAD,1,8,2023-03-26,2023-03-26,GR5000474,On Time,0
TX-00091,PO-20527,CA01,PO01,PG3,NB,2024-06-26,100026,S026,Sask Chemical Corp,NX50,Redwater,SL03,MAT-10003,Chemicals,Sulfuric acid,7.43,8558.29,63588.09,CAD,1,6,2024-07-02,2024-06-30,GR5000475,On Time,0
TX-00117,PO-87182,CA01,PO01,PG2,NB,2023-02-22,100032,S032,Endress+Hauser,NX20,Vanscoy,SL02,MAT-10002,Instrumentation,Flow meter,3.5,9918.69,34715.42,CAD,1,21,2023-03-15,2023-03-15,GR5000476,On Time,0
TX-00440,PO-79603,CA01,PO01,PG1,NB,2024-02-13,100001,S001,Prairie Industrial Supply,NX40,Patience Lake,SL01,MAT-10026,MRO,Hose assembly,14.88,4277.81,63653.81,CAD,1,7,2024-02-20,2024-02-20,GR5000477,On Time,0
TX-00125,PO-18799,CA01,PO01,PG2,NB,2024-06-06,100006,S006,HD Supply,NX30,Cory,SL02,MAT-10036,Electrical,Control panel,8.11,2459.06,19942.98,CAD,1,10,2024-06-16,2024-06-15,GR5000478,On Time,0
TX-01966,PO-67098,CA01,PO01,PG5,UB,2023-05-16,100037,S037,Purolator,NX60,Rocanville,SL05,MAT-10028,Logistics,Inbound freight,15.72,7445.93,117050.02,CAD,1,1,2023-05-17,2023-05-17,GR5000479,On Time,0
TX-00828,PO-83224,CA01,PO01,PG2,NB,2024-03-22,100034,S034,ABB Canada,NX20,Vanscoy,SL02,MAT-10041,Electrical,Cable tray,3.94,3472.48,13681.57,CAD,1,12,2024-04-03,2024-04-05,GR5000480,Late,2
TX-01685,PO-52922,CA01,PO01,PG5,UB,2023-11-07,100036,S036,Canpar Courier,NX20,Vanscoy,SL05,MAT-10029,Logistics,Expedited shipping,4.91,1568.06,7699.17,CAD,1,1,2023-11-08,2023-11-08,GR5000481,On Time,0
TX-01627,PO-45908,CA01,PO01,PG4,NB,2024-02-13,100039,S039,Sealed Air Canada,NX40,Patience Lake,SL04,MAT-10024,Packaging,Poly liner,40.1,1265.71,50754.97,CAD,1,8,2024-02-21,2024-02-21,GR5000482,On Time,0
TX-02271,PO-89443,CA01,PO01,PG2,NB,2024-09-01,100031,S031,Precision Instruments,NX50,Redwater,SL02,MAT-10018,Instrumentation,Temperature probe,13.29,17336.48,230401.82,CAD,0,14,2024-09-15,2024-09-15,GR5000483,On Time,0
TX-00084,PO-46208,CA01,PO01,PG4,NB,2025-11-06,100038,S038,Prairie Packaging,NX40,Patience Lake,SL04,MAT-10034,Packaging,Bulk bags,37.6,342.1,12862.96,CAD,1,5,2025-11-11,2025-11-11,GR5000484,On Time,0
TX-01593,PO-57628,CA01,PO01,PG1,NB,2023-05-03,100004,S004,Fastenal Canada,NX60,Rocanville,SL01,MAT-10005,MRO,Bearing assembly,6.57,1822.87,11976.26,CAD,1,4,2023-05-07,2023-05-07,GR5000485,On Time,0
TX-01490,PO-22502,CA01,PO01,PG3,NB,2023-08-12,100028,S028,BioAgra Solutions,NX60,Rocanville,SL03,MAT-10042,Agri-Chemicals,Urea 46-0-0,13.21,3326.5,43943.07,CAD,0,10,2023-08-22,2023-08-26,GR5000486,Late,4
TX-01027,PO-15530,CA01,PO01,PG2,NB,2024-09-05,100035,S035,Rockwell Automation,NX40,Patience Lake,SL02,MAT-10036,Electrical,Control panel,8.96,2601.74,23311.59,CAD,1,14,2024-09-19,2024-09-19,GR5000487,On Time,0
TX-00680,PO-90649,CA01,PO01,PG1,NB,2025-08-10,100001,S001,Prairie Industrial Supply,NX20,Vanscoy,SL01,MAT-10035,MRO,Conveyor belt,12.88,574.77,7403.04,CAD,1,7,2025-08-17,2025-08-17,GR5000488,On Time,0
TX-01193,PO-87489,CA01,PO01,PG4,NB,2023-07-31,100025,S025,Direct Safety,NX70,Aurora,SL04,MAT-10004,Safety,First aid kit,35.4,230.44,8157.58,CAD,0,7,2023-08-07,2023-08-07,GR5000489,On Time,0
TX-01385,PO-18226,CA01,PO01,PG5,UB,2025-10-27,100018,S018,TransWest Shipping,NX40,Patience Lake,SL05,MAT-10039,Logistics,Flatbed transport,5.0,8117.83,40589.15,CAD,0,4,2025-10-31,2025-10-31,GR5000490,On Time,0
TX-00032,PO-77889,CA01,PO01,PG5,UB,2023-08-07,100016,S016,Nutrien Logistics,NX50,Redwater,SL05,MAT-10038,Logistics,Rail freight,15.79,2433.14,38419.28,CAD,0,2,2023-08-09,2023-08-09,GR5000491,On Time,0
TX-01478,PO-12767,CA01,PO01,PG4,NB,2024-11-06,100029,S029,3M Canada,NX20,Vanscoy,SL04,MAT-10020,Safety,Safety harness,7.3,225.11,1643.3,CAD,1,5,2024-11-11,2024-11-11,GR5000492,On Time,0
TX-00393,PO-95323,CA01,PO01,PG3,NB,2025-02-07,100030,S030,DuPont Canada,NX30,Cory,SL03,MAT-10030,Agri-Chemicals,Micronutrient blend,2.93,4044.12,11849.27,CAD,1,7,2025-02-14,2025-02-14,GR5000493,On Time,0
TX-01124,PO-55656,CA01,PO01,PG3,NB,2025-09-19,100027,S027,Western Agri-Chem,NX40,Patience Lake,SL03,MAT-10042,Agri-Chemicals,Urea 46-0-0,8.6,5055.7,43479.02,CAD,1,8,2025-09-27,2025-09-26,GR5000494,On Time,0
TX-02352,PO-37536,CA01,PO01,PG5,UB,2025-10-20,100016,S016,Nutrien Logistics,NX70,Aurora,SL05,MAT-10039,Logistics,Flatbed transport,1.57,8072.98,12674.58,CAD,0,2,2025-10-22,2025-10-22,GR5000495,On Time,0
TX-01355,PO-24146,CA01,PO01,PG2,NB,2023-07-02,100034,S034,ABB Canada,NX70,Aurora,SL02,MAT-10014,Electrical,Conduit kit,4.68,14331.25,67070.25,CAD,1,12,2023-07-14,2023-07-19,GR5000496,Late,5
TX-02132,PO-73167,CA01,PO01,PG2,NB,2023-05-30,100006,S006,HD Supply,NX70,Aurora,SL02,MAT-10019,Electrical,LED fixture,18.55,3406.16,63184.27,CAD,1,10,2023-06-09,2023-06-09,GR5000497,On Time,0
TX-02066,PO-44228,CA01,PO01,PG3,NB,2023-06-21,100008,S008,Univar Solutions,NX40,Patience Lake,SL03,MAT-10027,Chemicals,Defoamer,7.44,6820.74,50746.31,CAD,1,9,2023-06-30,2023-06-28,GR5000498,On Time,0
TX-01929,PO-72721,CA01,PO01,PG4,NB,2024-04-13,100039,S039,Sealed Air Canada,NX30,Cory,SL04,MAT-10047,Packaging,Corrugated box,14.2,1830.27,25989.83,CAD,1,8,2024-04-21,2024-04-23,GR5000499,Late,2
TX-00432,PO-83273,CA01,PO01,PG5,UB,2024-08-24,100037,S037,Purolator,NX10,Allan,SL05,MAT-10029,Logistics,Expedited shipping,2.85,1459.58,4159.8,CAD,1,1,2024-08-25,2024-08-25,GR5000500,On Time,0
TX-01776,PO-18653,CA01,PO01,PG3,NB,2024-02-20,100009,S009,Chemtrade Logistics,NX30,Cory,SL03,MAT-10027,Chemicals,Defoamer,15.13,11529.11,174435.43,CAD,1,5,2024-02-25,2024-02-25,GR5000501,On Time,0
TX-00910,PO-26207,CA01,PO01,PG2,NB,2025-10-06,100006,S006,HD Supply,NX60,Rocanville,SL02,MAT-10041,Electrical,Cable tray,3.14,10852.51,34076.88,CAD,1,10,2025-10-16,2025-10-16,GR5000502,On Time,0
TX-01412,PO-27002,CA01,PO01,PG5,UB,2024-10-05,100018,S018,TransWest Shipping,NX20,Vanscoy,SL05,MAT-10029,Logistics,Expedited shipping,7.64,5939.76,45379.77,CAD,0,4,2024-10-09,2024-10-09,GR5000503,On Time,0
TX-00353,PO-82465,CA01,PO01,PG1,NB,2025-02-23,100004,S004,Fastenal Canada,NX30,Cory,SL01,MAT-10005,MRO,Bearing assembly,18.48,846.38,15641.1,CAD,1,4,2025-02-27,2025-02-27,GR5000504,On Time,0
TX-00284,PO-63483,CA01,PO01,PG3,NB,2024-01-19,100008,S008,Univar Solutions,NX20,Vanscoy,SL03,MAT-10007,Chemicals,Corrosion inhibitor,9.19,7038.23,64681.33,CAD,1,9,2024-01-28,2024-02-02,GR5000505,Late,5
TX-02204,PO-31981,CA01,PO01,PG4,NB,2023-01-14,100038,S038,Prairie Packaging,NX70,Aurora,SL04,MAT-10043,Packaging,Stretch film,7.4,1704.25,12611.45,CAD,1,5,2023-01-19,2023-01-19,GR5000506,On Time,0
TX-01025,PO-35612,CA01,PO01,PG5,UB,2025-11-04,100016,S016,Nutrien Logistics,NX10,Allan,SL05,MAT-10029,Logistics,Expedited shipping,16.56,5089.49,84281.95,CAD,0,2,2025-11-06,2025-11-06,GR5000507,On Time,0
TX-00609,PO-52283,CA01,PO01,PG4,NB,2025-10-15,100038,S038,Prairie Packaging,NX40,Patience Lake,SL04,MAT-10047,Packaging,Corrugated box,38.5,375.93,14473.31,CAD,1,5,2025-10-20,2025-10-20,GR5000508,On Time,0
TX-00864,PO-62694,CA01,PO01,PG3,NB,2024-03-14,100026,S026,Sask Chemical Corp,NX50,Redwater,SL03,MAT-10030,Agri-Chemicals,Micronutrient blend,6.46,761.24,4917.61,CAD,1,6,2024-03-20,2024-03-20,GR5000509,On Time,0
TX-01240,PO-28061,CA01,PO01,PG3,NB,2025-05-12,100027,S027,Western Agri-Chem,NX50,Redwater,SL03,MAT-10042,Agri-Chemicals,Urea 46-0-0,5.61,6691.45,37539.03,CAD,1,8,2025-05-20,2025-05-20,GR5000510,On Time,0
TX-01051,PO-82432,CA01,PO01,PG4,NB,2024-03-05,100029,S029,3M Canada,NX70,Aurora,SL04,MAT-10004,Safety,First aid kit,24.2,216.01,5227.44,CAD,1,5,2024-03-10,2024-03-10,GR5000511,On Time,0
TX-01117,PO-15486,CA01,PO01,PG3,NB,2024-06-28,100007,S007,Brenntag Canada,NX20,Vanscoy,SL03,MAT-10007,Chemicals,Corrosion inhibitor,15.28,880.94,13460.76,CAD,1,8,2024-07-06,2024-07-06,GR5000512,On Time,0
TX-02211,PO-52655,CA01,PO01,PG2,NB,2025-02-15,100034,S034,ABB Canada,NX10,Allan,SL02,MAT-10046,Instrumentation,Pressure transmitter,3.94,14923.64,58799.14,CAD,1,12,2025-02-27,2025-02-27,GR5000513,On Time,0
TX-00568,PO-59923,CA01,PO01,PG4,NB,2024-07-06,100024,S024,Northern Safety,NX70,Aurora,SL04,MAT-10004,Safety,First aid kit,40.4,231.03,9333.61,CAD,1,2,2024-07-08,2024-07-08,GR5000514,On Time,0
TX-DUP-030,PO-14282,CA01,PO01,PG2,NB,2025-04-29,100033,S033,Siemens Canada,NX50,Redwater,SL02,MAT-10018,Instrumentation,Temperature probe,13.79,1597.7,22032.28,CAD,1,10,2025-05-09,2025-05-09,GR5000515,On Time,0
TX-01118,PO-44843,CA01,PO01,PG3,NB,2023-01-15,100008,S008,Univar Solutions,NX40,Patience Lake,SL03,MAT-10021,Chemicals,Process chemical,8.14,6624.83,53926.12,CAD,1,9,2023-01-24,2023-01-24,GR5000516,On Time,0
TX-02089,PO-40025,CA01,PO01,PG2,NB,2024-08-18,100035,S035,Rockwell Automation,NX50,Redwater,SL02,MAT-10036,Electrical,Control panel,17.46,826.32,14427.55,CAD,1,14,2024-09-01,2024-09-01,GR5000517,On Time,0
TX-00004,PO-84085,CA01,PO01,PG4,NB,2023-03-23,100029,S029,3M Canada,NX40,Patience Lake,SL04,MAT-10010,Safety,Hearing protection,31.3,179.31,5612.4,CAD,1,5,2023-03-28,2023-03-28,GR5000518,On Time,0
TX-01213,PO-20911,CA01,PO01,PG3,NB,2024-12-12,100007,S007,Brenntag Canada,NX70,Aurora,SL03,MAT-10027,Chemicals,Defoamer,13.02,11688.85,152188.83,CAD,1,8,2024-12-20,2024-12-24,GR5000519,Late,4
TX-00194,PO-45972,CA01,PO01,PG4,NB,2024-08-04,100025,S025,Direct Safety,NX40,Patience Lake,SL04,MAT-10010,Safety,Hearing protection,42.5,129.57,5506.72,CAD,0,7,2024-08-11,2024-08-11,GR5000520,On Time,0
TX-01638,PO-24723,CA01,PO01,PG3,NB,2024-11-14,100028,S028,BioAgra Solutions,NX40,Patience Lake,SL03,MAT-10030,Agri-Chemicals,Micronutrient blend,13.05,6696.94,87395.07,CAD,0,10,2024-11-24,2024-11-24,GR5000521,On Time,0
TX-00199,PO-28830,CA01,PO01,PG3,NB,2023-11-20,100028,S028,BioAgra Solutions,NX20,Vanscoy,SL03,MAT-10007,Chemicals,Corrosion inhibitor,9.35,6810.38,63677.05,CAD,0,10,2023-11-30,2023-11-30,GR5000522,On Time,0
TX-02055,PO-35671,CA01,PO01,PG1,NB,2024-01-30,100040,S040,Generic Supplies Inc,NX30,Cory,SL01,MAT-10001,MRO,Valve repair parts,4.27,846.96,3616.52,CAD,0,15,2024-02-14,2024-02-12,GR5000523,On Time,0
TX-00166,PO-79176,CA01,PO01,PG3,NB,2023-06-12,100040,S040,Generic Supplies Inc,NX20,Vanscoy,SL03,MAT-10030,Agri-Chemicals,Micronutrient blend,1.36,2223.44,3023.88,CAD,0,15,2023-06-27,2023-06-27,GR5000524,On Time,0
TX-00202,PO-52917,CA01,PO01,PG1,NB,2025-05-06,100003,S003,Grainger Canada,NX60,Rocanville,SL01,MAT-10001,MRO,Valve repair parts,5.72,3900.62,22311.55,CAD,1,3,2025-05-09,2025-05-16,GR5000525,Late,7
TX-02306,PO-52788,CA01,PO01,PG2,NB,2024-07-08,100031,S031,Precision Instruments,NX60,Rocanville,SL02,MAT-10002,Instrumentation,Flow meter,8.86,23293.78,206382.89,CAD,0,14,2024-07-22,2024-07-22,GR5000526,On Time,0
TX-00006,PO-23104,CA01,PO01,PG2,NB,2023-05-29,100034,S034,ABB Canada,NX30,Cory,SL02,MAT-10052,Instrumentation,Control valve,1.18,16097.24,18994.74,CAD,1,12,2023-06-10,2023-06-10,GR5000527,On Time,0
TX-01316,PO-52147,CA01,PO01,PG3,NB,2023-01-23,100007,S007,Brenntag Canada,NX30,Cory,SL03,MAT-10007,Chemicals,Corrosion inhibitor,14.62,3194.25,46699.93,CAD,1,8,2023-01-31,2023-01-31,GR5000528,On Time,0
TX-01692,PO-66854,CA01,PO01,PG3,NB,2025-09-21,100007,S007,Brenntag Canada,NX20,Vanscoy,SL03,MAT-10007,Chemicals,Corrosion inhibitor,5.61,6343.73,35588.33,CAD,1,8,2025-09-29,2025-09-29,GR5000529,On Time,0
TX-00173,PO-99742,CA01,PO01,PG2,NB,2024-12-22,100034,S034,ABB Canada,NX20,Vanscoy,SL02,MAT-10041,Electrical,Cable tray,11.37,12239.93,139168.0,CAD,1,12,2025-01-03,2025-01-10,GR5000530,Late,7
TX-00738,PO-43468,CA01,PO01,PG2,NB,2024-07-12,100006,S006,HD Supply,NX40,Patience Lake,SL02,MAT-10023,Electrical,Motor starter,7.36,4152.9,30565.34,CAD,1,10,2024-07-22,2024-07-25,GR5000531,Late,3
TX-01890,PO-61211,CA01,PO01,PG3,NB,2024-04-20,100027,S027,Western Agri-Chem,NX20,Vanscoy,SL03,MAT-10003,Chemicals,Sulfuric acid,4.85,4163.84,20194.62,CAD,1,8,2024-04-28,2024-04-30,GR5000532,Late,2
TX-01489,PO-40423,CA01,PO01,PG2,NB,2024-04-03,100033,S033,Siemens Canada,NX60,Rocanville,SL02,MAT-10033,Electrical,Transformer,11.98,568.4,6809.43,CAD,1,10,2024-04-13,2024-04-13,GR5000533,On Time,0
TX-00443,PO-27536,CA01,PO01,PG2,NB,2025-12-01,100033,S033,Siemens Canada,NX60,Rocanville,SL02,MAT-10025,Instrumentation,Analyzer calibration,12.33,9439.13,116384.47,CAD,1,10,2025-12-11,2025-12-11,GR5000534,On Time,0
TX-01009,PO-77797,CA01,PO01,PG4,NB,2023-09-07,100039,S039,Sealed Air Canada,NX30,Cory,SL04,MAT-10047,Packaging,Corrugated box,34.3,975.85,33471.65,CAD,1,8,2023-09-15,2023-09-15,GR5000535,On Time,0
TX-00975,PO-50593,CA01,PO01,PG3,NB,2023-05-19,100027,S027,Western Agri-Chem,NX30,Cory,SL03,MAT-10007,Chemicals,Corrosion inhibitor,17.54,5476.84,96063.77,CAD,1,8,2023-05-27,2023-05-27,GR5000536,On Time,0
TX-01136,PO-85231,CA01,PO01,PG1,NB,2024-09-24,100005,S005,Motion Industries,NX30,Cory,SL01,MAT-10016,MRO,Filter element,10.55,3114.27,32855.55,CAD,1,6,2024-09-30,2024-09-30,GR5000537,On Time,0
TX-02043,PO-65685,CA01,PO01,PG4,NB,2025-09-12,100039,S039,Sealed Air Canada,NX20,Vanscoy,SL04,MAT-10047,Packaging,Corrugated box,10.5,288.26,3026.73,CAD,1,8,2025-09-20,2025-09-20,GR5000538,On Time,0
TX-00204,PO-86460,CA01,PO01,PG3,NB,2025-03-16,100026,S026,Sask Chemical Corp,NX20,Vanscoy,SL03,MAT-10032,Agri-Chemicals,Anhydrous ammonia,10.6,7746.82,82116.29,CAD,1,6,2025-03-22,2025-03-22,GR5000539,On Time,0
TX-01790,PO-20919,CA01,PO01,PG2,NB,2024-06-19,100034,S034,ABB Canada,NX30,Cory,SL02,MAT-10050,Electrical,Junction box,11.5,7434.69,85498.93,CAD,1,12,2024-07-01,2024-07-01,GR5000540,On Time,0
TX-00165,PO-71487,CA01,PO01,PG5,UB,2024-08-10,100017,S017,Canadian Freightways,NX20,Vanscoy,SL05,MAT-10022,Logistics,Outbound freight,18.43,4043.41,74520.05,CAD,1,3,2024-08-13,2024-08-13,GR5000541,On Time,0
TX-01724,PO-69208,CA01,PO01,PG4,NB,2024-12-20,100038,S038,Prairie Packaging,NX10,Allan,SL04,MAT-10047,Packaging,Corrugated box,49.3,1295.37,63861.74,CAD,1,5,2024-12-25,2024-12-25,GR5000542,On Time,0
TX-01315,PO-51215,CA01,PO01,PG2,NB,2024-03-16,100034,S034,ABB Canada,NX20,Vanscoy,SL02,MAT-10033,Electrical,Transformer,13.48,5705.07,76904.34,CAD,1,12,2024-03-28,2024-03-28,GR5000543,On Time,0
TX-00973,PO-28630,CA01,PO01,PG2,NB,2024-09-13,100035,S035,Rockwell Automation,NX30,Cory,SL02,MAT-10041,Electrical,Cable tray,6.59,614.07,4046.72,CAD,1,14,2024-09-27,2024-10-02,GR5000544,Late,5
TX-00417,PO-27779,CA01,PO01,PG2,NB,2023-11-22,100033,S033,Siemens Canada,NX40,Patience Lake,SL02,MAT-10036,Electrical,Control panel,2.25,10701.63,24078.67,CAD,1,10,2023-12-02,2023-12-02,GR5000545,On Time,0
TX-01047,PO-35774,CA01,PO01,PG4,NB,2023-05-27,100024,S024,Northern Safety,NX20,Vanscoy,SL04,MAT-10008,Safety,FR coveralls,18.7,227.49,4254.06,CAD,1,2,2023-05-29,2023-05-30,GR5000546,Late,1
TX-01127,PO-23824,CA01,PO01,PG3,NB,2024-05-08,100026,S026,Sask Chemical Corp,NX60,Rocanville,SL03,MAT-10042,Agri-Chemicals,Urea 46-0-0,5.62,1695.29,9527.53,CAD,1,6,2024-05-14,2024-05-14,GR5000547,On Time,0
TX-00483,PO-48684,CA01,PO01,PG4,NB,2023-11-26,100025,S025,Direct Safety,NX50,Redwater,SL04,MAT-10048,Safety,Hard hat,49.2,304.93,15002.56,CAD,0,7,2023-12-03,2023-12-03,GR5000548,On Time,0
TX-01432,PO-43743,CA01,PO01,PG2,NB,2024-04-11,100033,S033,Siemens Canada,NX40,Patience Lake,SL02,MAT-10050,Electrical,Junction box,2.16,10775.33,23274.71,CAD,1,10,2024-04-21,2024-04-21,GR5000549,On Time,0
TX-00572,PO-43779,CA01,PO01,PG3,NB,2024-11-16,100026,S026,Sask Chemical Corp,NX70,Aurora,SL03,MAT-10007,Chemicals,Corrosion inhibitor,5.94,4835.43,28722.45,CAD,1,6,2024-11-22,2024-11-22,GR5000550,On Time,0
TX-00623,PO-42749,CA01,PO01,PG5,UB,2025-07-31,100016,S016,Nutrien Logistics,NX20,Vanscoy,SL05,MAT-10039,Logistics,Flatbed transport,7.76,1700.63,13196.89,CAD,0,2,2025-08-02,2025-08-02,GR5000551,On Time,0
TX-00849,PO-13895,CA01,PO01,PG3,NB,2025-09-29,100007,S007,Brenntag Canada,NX30,Cory,SL03,MAT-10031,Chemicals,Hydrochloric acid,10.45,7837.76,81904.59,CAD,1,8,2025-10-07,2025-10-07,GR5000552,On Time,0
TX-00698,PO-47128,CA01,PO01,PG3,NB,2024-12-18,100008,S008,Univar Solutions,NX40,Patience Lake,SL03,MAT-10003,Chemicals,Sulfuric acid,11.44,3835.78,43881.32,CAD,1,9,2024-12-27,2024-12-27,GR5000553,On Time,0
