invoice_id,po_number,transaction_id,company_code,fiscal_year,document_type,vendor_number,supplier_id,invoice_date,posting_date,due_date,payment_date,clearing_date,payment_document,amount,currency,status,payment_terms,overdue_days
INV-00746,PO-67747,TX-00746,CA01,2023,RE,100039,S039,2023-05-11,2023-05-13,2023-06-25,2023-06-20,2023-06-20,PAY6547403,22475.95,CAD,Paid,Net 45,0
INV-01419,PO-74927,TX-01419,CA01,2023,RE,100039,S039,2023-06-24,2023-06-26,2023-08-08,2023-08-03,2023-08-03,PAY6441119,6711.04,CAD,Paid,Net 45,0
INV-01862,PO-99173,TX-01862,CA01,2025,RE,100032,S032,2025-01-08,2025-01-08,2025-03-09,,,,160354.11,CAD,Pending,Net 60,0
INV-02106,PO-86881,TX-02106,CA01,2025,RE,100032,S032,2025-03-26,2025-03-28,2025-05-25,2025-05-22,2025-05-22,PAY6388368,105821.78,CAD,Paid,Net 60,0
INV-01650,PO-31349,TX-01650,CA01,2025,RE,100007,S007,2025-11-09,2025-11-11,2025-12-09,2025-12-05,2025-12-05,PAY6917319,163583.09,CAD,Paid,Net 30,0
INV-02054,PO-22780,TX-02054,CA01,2025,RE,100039,S039,2025-07-16,2025-07-17,2025-08-30,2025-08-30,2025-08-30,PAY6045548,11191.24,CAD,Paid,Net 45,0
INV-00640,PO-57214,TX-00640,CA01,2023,RE,100031,S031,2023-01-22,2023-01-24,2023-03-08,,,,43516.08,CAD,Pending,Net 45,0
INV-01292,PO-53920,TX-01292,CA01,2025,RE,100001,S001,2025-02-10,2025-02-10,2025-03-12,2025-03-10,2025-03-10,PAY6731531,40038.85,CAD,Paid,Net 30,0
INV-00774,PO-85990,TX-00774,CA01,2025,RE,100016,S016,2025-11-27,2025-11-28,2025-12-12,,,,26175.59,CAD,Pending,Net 15,0
INV-02126,PO-14000,TX-02126,CA01,2023,RE,100005,S005,2023-11-20,2023-11-21,2023-12-20,,,,4912.07,CAD,Pending,Net 30,0
INV-01511,PO-51546,TX-01511,CA01,2025,RE,100039,S039,2025-03-02,2025-03-02,2025-04-16,,,,27112.25,CAD,Pending,Net 45,0
INV-01247,PO-26401,TX-01247,CA01,2023,RE,100032,S032,2023-11-21,2023-11-21,2024-01-20,2024-01-18,2024-01-18,PAY6555552,22548.74,CAD,Paid,Net 60,0
INV-02071,PO-22879,TX-02071,CA01,2023,RE,100034,S034,2023-06-21,2023-06-22,2023-08-05,,,,7756.9,CAD,Overdue,Net 45,0
INV-00967,PO-65690,TX-00967,CA01,2025,RE,100026,S026,2025-05-22,2025-05-24,2025-06-21,,,,17121.67,CAD,Pending,Net 30,0
INV-01040,PO-86543,TX-01040,CA01,2025,RE,100006,S006,2025-10-13,2025-10-14,2025-11-27,2025-11-25,2025-11-25,PAY6449793,88015.6,CAD,Paid,Net 45,0
INV-00672,PO-85771,TX-00672,CA01,2024,RE,100017,S017,2024-12-21,2024-12-21,2025-01-20,2025-01-19,2025-01-19,PAY6240633,11736.32,CAD,Paid,Net 30,0
INV-02315,PO-48445,TX-02315,CA01,2025,RE,100032,S032,2025-12-28,2025-12-29,2026-02-26,2026-02-25,2026-02-25,PAY6984006,143543.33,CAD,Paid,Net 60,0
INV-01031,PO-32843,TX-01031,CA01,2024,RE,100033,S033,2024-02-17,2024-02-17,2024-03-18,2024-03-13,2024-03-13,PAY6841272,13220.28,CAD,Paid,Net 30,0
INV-01660,PO-28919,TX-01660,CA01,2023,RE,100033,S033,2023-02-25,2023-02-26,2023-03-27,,,,97488.14,CAD,Overdue,Net 30,0
INV-01232,PO-61196,TX-01232,CA01,2023,RE,100007,S007,2023-11-07,2023-11-09,2023-12-07,2023-12-04,2023-12-04,PAY6505543,38531.6,CAD,Paid,Net 30,0
INV-00230,PO-94058,TX-00230,CA01,2023,RE,100001,S001,2023-08-10,2023-08-11,2023-09-09,,,,28723.12,CAD,Overdue,Net 30,0
INV-00548,PO-47487,TX-00548,CA01,2024,RE,100030,S030,2024-02-21,2024-02-22,2024-03-22,2024-03-17,2024-03-17,PAY6827909,128249.72,CAD,Paid,Net 30,0
INV-00844,PO-21141,TX-00844,CA01,2025,RE,100016,S016,2025-10-08,2025-10-08,2025-10-23,2025-10-20,2025-10-20,PAY6806010,53395.24,CAD,Paid,Net 15,0
INV-02262,PO-68565,TX-02262,CA01,2025,RE,100001,S001,2025-06-11,2025-06-11,2025-07-11,2025-07-06,2025-07-06,PAY6399755,10751.33,CAD,Paid,Net 30,0
INV-00045,PO-12671,TX-00045,CA01,2023,RE,100029,S029,2023-03-26,2023-03-26,2023-04-25,2023-04-23,2023-04-23,PAY6367544,14472.3,CAD,Paid,Net 30,0
INV-01580,PO-57602,TX-01580,CA01,2024,RE,100039,S039,2024-03-27,2024-03-28,2024-05-11,,,,26457.04,CAD,Pending,Net 45,0
INV-00552,PO-62947,TX-00552,CA01,2024,RE,100033,S033,2024-07-24,2024-07-26,2024-08-23,2024-08-22,2024-08-22,PAY6617661,127898.75,CAD,Paid,Net 30,0
INV-01699,PO-93205,TX-01699,CA01,2024,RE,100035,S035,2024-07-21,2024-07-21,2024-09-04,2024-08-30,2024-08-30,PAY6843706,8593.36,CAD,Paid,Net 45,0
INV-00110,PO-80804,TX-00110,CA01,2023,RE,100008,S008,2023-10-12,2023-10-12,2023-11-11,2023-11-07,2023-11-07,PAY6777407,41525.67,CAD,Paid,Net 30,0
INV-01014,PO-88638,TX-01014,CA01,2024,RE,100033,S033,2024-11-21,2024-11-22,2024-12-21,2024-12-16,2024-12-16,PAY6951959,40260.41,CAD,Paid,Net 30,0
INV-01621,PO-96847,TX-01621,CA01,2025,RE,100034,S034,2025-03-24,2025-03-24,2025-05-08,2025-05-04,2025-05-04,PAY6798531,204141.2,CAD,Paid,Net 45,0
INV-01732,PO-68711,TX-01732,CA01,2025,RE,100037,S037,2025-07-24,2025-07-26,2025-08-23,2025-08-21,2025-08-21,PAY6877857,85927.6,CAD,Paid,Net 30,0
INV-01219,PO-33646,TX-01219,CA01,2023,RE,100036,S036,2023-12-28,2023-12-30,2024-01-27,2024-01-26,2024-01-26,PAY6730550,19181.11,CAD,Paid,Net 30,0
INV-01188,PO-27225,TX-01188,CA01,2025,RE,100018,S018,2025-04-03,2025-04-03,2025-05-03,2025-04-28,2025-04-28,PAY6604106,89159.23,CAD,Paid,Net 30,0
INV-01455,PO-15496,TX-01455,CA01,2025,RE,100039,S039,2025-03-02,2025-03-02,2025-04-16,2025-04-12,2025-04-12,PAY6102463,7014.5,CAD,Paid,Net 45,0
INV-01264,PO-67780,TX-01264,CA01,2025,RE,100035,S035,2025-04-24,2025-04-25,2025-06-08,2025-06-07,2025-06-07,PAY6446157,238009.02,CAD,Paid,Net 45,0
INV-00720,PO-89223,TX-00720,CA01,2023,RE,100030,S030,2023-06-25,2023-06-27,2023-07-25,2023-07-22,2023-07-22,PAY6140386,23555.83,CAD,Paid,Net 30,0
INV-00914,PO-96447,TX-00914,CA01,2024,RE,100033,S033,2024-10-31,2024-11-02,2024-11-30,2024-11-28,2024-11-28,PAY6266881,5486.98,CAD,Paid,Net 30,0
INV-00344,PO-36633,TX-00344,CA01,2023,RE,100038,S038,2023-11-13,2023-11-13,2023-12-13,2023-12-08,2023-12-08,PAY6500318,9855.29,CAD,Paid,Net 30,0
INV-01253,PO-11111,TX-01253,CA01,2025,RE,100005,S005,2025-09-21,2025-09-22,2025-10-21,,,,2711.28,CAD,Pending,Net 30,0
INV-01690,PO-46726,TX-01690,CA01,2025,RE,100029,S029,2025-06-09,2025-06-11,2025-07-09,2025-07-04,2025-07-04,PAY6803061,5695.38,CAD,Paid,Net 30,0
INV-02065,PO-76639,TX-02065,CA01,2024,RE,100016,S016,2024-01-07,2024-01-09,2024-01-22,,,,27396.26,CAD,Pending,Net 15,0
INV-01172,PO-31641,TX-01172,CA01,2023,RE,100033,S033,2023-06-13,2023-06-14,2023-07-13,2023-07-11,2023-07-11,PAY6243807,9231.25,CAD,Paid,Net 30,0
INV-02302,PO-35329,TX-02302,CA01,2023,RE,100027,S027,2023-09-17,2023-09-18,2023-10-17,2023-10-16,2023-10-16,PAY6954293,46515.68,CAD,Paid,Net 30,0
INV-01342,PO-25097,TX-01342,CA01,2023,RE,100038,S038,2023-04-14,2023-04-16,2023-05-14,,,,62824.22,CAD,Pending,Net 30,0
INV-02314,PO-87872,TX-02314,CA01,2023,RE,100033,S033,2023-04-26,2023-04-28,2023-05-26,2023-05-25,2023-05-25,PAY6900782,13779.61,CAD,Paid,Net 30,0
INV-01871,PO-96715,TX-01871,CA01,2025,RE,100007,S007,2025-07-18,2025-07-19,2025-08-17,2025-08-12,2025-08-12,PAY6087889,105370.9,CAD,Paid,Net 30,0
INV-01006,PO-78561,TX-01006,CA01,2023,RE,100016,S016,2023-09-26,2023-09-28,2023-10-11,,,,25293.24,CAD,Pending,Net 15,0
INV-00697,PO-11999,TX-00697,CA01,2023,RE,100006,S006,2023-09-03,2023-09-03,2023-10-18,2023-10-18,2023-10-18,PAY6297026,15641.21,CAD,Paid,Net 45,0
INV-00475,PO-16366,TX-00475,CA01,2025,RE,100030,S030,2025-11-01,2025-11-01,2025-12-01,2025-11-26,2025-11-26,PAY6627354,14920.32,CAD,Paid,Net 30,0
INV-01808,PO-96739,TX-01808,CA01,2023,RE,100006,S006,2023-11-07,2023-11-08,2023-12-22,2023-12-18,2023-12-18,PAY6919356,3491.49,CAD,Paid,Net 45,0
INV-00447,PO-81733,TX-00447,CA01,2023,RE,100028,S028,2023-02-12,2023-02-13,2023-03-29,2023-03-26,2023-03-26,PAY6570143,4473.24,CAD,Paid,Net 45,0
INV-00902,PO-10702,TX-00902,CA01,2024,RE,100001,S001,2024-05-01,2024-05-02,2024-05-31,,,,16185.07,CAD,Pending,Net 30,0
INV-01028,PO-41328,TX-01028,CA01,2024,RE,100027,S027,2024-04-03,2024-04-03,2024-05-03,,,,55910.29,CAD,Pending,Net 30,0
INV-00939,PO-94696,TX-00939,CA01,2025,RE,100009,S009,2025-05-06,2025-05-08,2025-06-05,2025-06-01,2025-06-01,PAY6428497,37743.25,CAD,Paid,Net 30,0
INV-DUP-014,PO-32313,TX-DUP-014,CA01,2024,RE,100018,S018,2024-04-15,2024-04-15,2024-05-15,,,,70256.15,CAD,Overdue,Net 30,0
INV-01487,PO-63258,TX-01487,CA01,2025,RE,100009,S009,2025-08-25,2025-08-27,2025-09-24,,,,45784.05,CAD,Overdue,Net 30,0
INV-01912,PO-88023,TX-01912,CA01,2024,RE,100034,S034,2024-06-29,2024-06-29,2024-08-13,2024-08-13,2024-08-13,PAY6270328,22755.71,CAD,Paid,Net 45,0
INV-00156,PO-76543,TX-00156,CA01,2023,RE,100027,S027,2023-10-10,2023-10-12,2023-11-09,,,,10433.2,CAD,Pending,Net 30,0
INV-DUP-018,PO-88326,TX-DUP-018,CA01,2025,RE,100040,S040,2025-07-04,2025-07-04,2025-09-02,2025-09-01,2025-09-01,PAY6198202,30360.67,CAD,Paid,Net 60,0
INV-00224,PO-24316,TX-00224,CA01,2024,RE,100024,S024,2024-07-16,2024-07-17,2024-08-15,2024-08-11,2024-08-11,PAY6005735,13288.49,CAD,Paid,Net 30,0
INV-00421,PO-13597,TX-00421,CA01,2024,RE,100035,S035,2024-06-16,2024-06-16,2024-07-31,,,,158315.7,CAD,Pending,Net 45,0
INV-01225,PO-45056,TX-01225,CA01,2024,RE,100027,S027,2024-11-13,2024-11-15,2024-12-13,2024-12-11,2024-12-11,PAY6743596,22754.79,CAD,Paid,Net 30,0
INV-02160,PO-33651,TX-02160,CA01,2023,RE,100016,S016,2023-01-09,2023-01-09,2023-01-24,2023-01-20,2023-01-20,PAY6779769,14475.54,CAD,Paid,Net 15,0
INV-02048,PO-67839,TX-02048,CA01,2023,RE,100030,S030,2023-06-05,2023-06-05,2023-07-05,2023-07-04,2023-07-04,PAY6827769,23370.76,CAD,Paid,Net 30,0
INV-01836,PO-28045,TX-01836,CA01,2024,RE,100040,S040,2024-04-12,2024-04-12,2024-06-11,2024-06-06,2024-06-06,PAY6007459,2720.03,CAD,Paid,Net 60,0
INV-00607,PO-10094,TX-00607,CA01,2023,RE,100016,S016,2023-11-18,2023-11-19,2023-12-03,2023-11-29,2023-11-29,PAY6606063,70874.95,CAD,Paid,Net 15,0
INV-00809,PO-68454,TX-00809,CA01,2024,RE,100037,S037,2024-09-23,2024-09-23,2024-10-23,2024-10-23,2024-10-23,PAY6547923,7543.17,CAD,Paid,Net 30,0
INV-01106,PO-89355,TX-01106,CA01,2023,RE,100003,S003,2023-03-06,2023-03-07,2023-03-21,,,,41634.65,CAD,Overdue,Net 15,0
INV-00587,PO-58974,TX-00587,CA01,2025,RE,100028,S028,2025-06-03,2025-06-04,2025-07-18,2025-07-15,2025-07-15,PAY6123552,90618.49,CAD,Paid,Net 45,0
INV-01498,PO-90622,TX-01498,CA01,2024,RE,100031,S031,2024-08-27,2024-08-27,2024-10-11,2024-10-10,2024-10-10,PAY6545009,357915.58,CAD,Paid,Net 45,0
INV-01177,PO-65407,TX-01177,CA01,2025,RE,100024,S024,2025-01-22,2025-01-22,2025-02-21,,,,9059.92,CAD,Pending,Net 30,0
INV-02301,PO-49595,TX-02301,CA01,2023,RE,100026,S026,2023-02-21,2023-02-21,2023-03-23,2023-03-21,2023-03-21,PAY6007543,88442.03,CAD,Paid,Net 30,0
INV-01733,PO-74325,TX-01733,CA01,2023,RE,100028,S028,2023-05-18,2023-05-20,2023-07-02,,,,39895.31,CAD,Pending,Net 45,0
INV-02027,PO-87429,TX-02027,CA01,2024,RE,100028,S028,2024-06-10,2024-06-10,2024-07-25,2024-07-20,2024-07-20,PAY6393247,97504.93,CAD,Paid,Net 45,0
INV-01294,PO-32769,TX-01294,CA01,2025,RE,100038,S038,2025-06-01,2025-06-02,2025-07-01,,,,9502.05,CAD,Overdue,Net 30,0
INV-00086,PO-59441,TX-00086,CA01,2025,RE,100027,S027,2025-09-20,2025-09-20,2025-10-20,2025-10-20,2025-10-20,PAY6686341,34734.95,CAD,Paid,Net 30,0
INV-00556,PO-77699,TX-00556,CA01,2024,RE,100031,S031,2024-03-28,2024-03-30,2024-05-12,,,,105449.65,CAD,Overdue,Net 45,0
INV-01123,PO-52667,TX-01123,CA01,2024,RE,100038,S038,2024-10-28,2024-10-28,2024-11-27,2024-11-26,2024-11-26,PAY6215397,1388.86,CAD,Paid,Net 30,0
INV-01881,PO-36099,TX-01881,CA01,2024,RE,100016,S016,2024-11-16,2024-11-18,2024-12-01,2024-11-29,2024-11-29,PAY6721175,59090.01,CAD,Paid,Net 15,0
INV-00083,PO-28958,TX-00083,CA01,2025,RE,100033,S033,2025-09-22,2025-09-24,2025-10-22,2025-10-20,2025-10-20,PAY6843356,141807.08,CAD,Paid,Net 30,0
INV-01750,PO-25650,TX-01750,CA01,2024,RE,100039,S039,2024-08-16,2024-08-16,2024-09-30,2024-09-29,2024-09-29,PAY6331246,17619.15,CAD,Paid,Net 45,0
INV-02028,PO-25725,TX-02028,CA01,2023,RE,100029,S029,2023-09-26,2023-09-27,2023-10-26,2023-10-21,2023-10-21,PAY6428705,9654.06,CAD,Paid,Net 30,0
INV-00880,PO-51482,TX-00880,CA01,2023,RE,100039,S039,2023-04-30,2023-05-02,2023-06-14,2023-06-14,2023-06-14,PAY6379867,19985.75,CAD,Paid,Net 45,0
INV-00581,PO-26569,TX-00581,CA01,2025,RE,100016,S016,2025-03-11,2025-03-11,2025-03-26,2025-03-21,2025-03-21,PAY6111760,17824.43,CAD,Paid,Net 15,0
INV-02364,PO-23182,TX-02364,CA01,2024,RE,100028,S028,2024-04-08,2024-04-08,2024-05-23,2024-05-18,2024-05-18,PAY6162297,17948.21,CAD,Paid,Net 45,0
INV-02041,PO-85289,TX-02041,CA01,2024,RE,100025,S025,2024-05-18,2024-05-19,2024-06-17,2024-06-12,2024-06-12,PAY6446768,11681.08,CAD,Paid,Net 30,0
INV-01625,PO-36504,TX-01625,CA01,2023,RE,100004,S004,2023-10-16,2023-10-18,2023-11-15,2023-11-10,2023-11-10,PAY6683226,67604.98,CAD,Paid,Net 30,0
INV-01867,PO-39597,TX-01867,CA01,2024,RE,100038,S038,2024-12-23,2024-12-25,2025-01-22,,,,52801.87,CAD,Overdue,Net 30,0
INV-01331,PO-56269,TX-01331,CA01,2023,RE,100006,S006,2023-07-14,2023-07-14,2023-08-28,2023-08-26,2023-08-26,PAY6613805,27551.46,CAD,Paid,Net 45,0
INV-01081,PO-23878,TX-01081,CA01,2025,RE,100029,S029,2025-03-27,2025-03-27,2025-04-26,,,,3097.77,CAD,Pending,Net 30,0
INV-02322,PO-31006,TX-02322,CA01,2023,RE,100035,S035,2023-04-27,2023-04-28,2023-06-11,2023-06-08,2023-06-08,PAY6265953,16371.05,CAD,Paid,Net 45,0
INV-02371,PO-84925,TX-02371,CA01,2024,RE,100040,S040,2024-01-25,2024-01-26,2024-03-25,2024-03-25,2024-03-25,PAY6273995,24098.16,CAD,Paid,Net 60,0
INV-01945,PO-38255,TX-01945,CA01,2025,RE,100039,S039,2025-02-06,2025-02-08,2025-03-23,2025-03-21,2025-03-21,PAY6896508,2234.03,CAD,Paid,Net 45,0
INV-DUP-023,PO-48070,TX-DUP-023,CA01,2025,RE,100031,S031,2025-02-17,2025-02-19,2025-04-03,2025-04-02,2025-04-02,PAY6562146,214320.15,CAD,Paid,Net 45,0
INV-00425,PO-71171,TX-00425,CA01,2025,RE,100033,S033,2025-02-16,2025-02-16,2025-03-18,2025-03-17,2025-03-17,PAY6444136,211081.21,CAD,Paid,Net 30,0
INV-00869,PO-92150,TX-00869,CA01,2026,RE,100028,S028,2026-01-03,2026-01-05,2026-02-17,,,,128805.38,CAD,Pending,Net 45,0
INV-00799,PO-63961,TX-00799,CA01,2024,RE,100024,S024,2024-04-24,2024-04-25,2024-05-24,2024-05-19,2024-05-19,PAY6592099,9111.57,CAD,Paid,Net 30,0
INV-01350,PO-39922,TX-01350,CA01,2023,RE,100007,S007,2023-02-09,2023-02-10,2023-03-11,,,,140095.18,CAD,Pending,Net 30,0
INV-02033,PO-96809,TX-02033,CA01,2024,RE,100029,S029,2024-03-01,2024-03-01,2024-03-31,2024-03-31,2024-03-31,PAY6383405,1837.94,CAD,Paid,Net 30,0
INV-01319,PO-69347,TX-01319,CA01,2023,RE,100004,S004,2023-04-13,2023-04-14,2023-05-13,,,,38124.54,CAD,Overdue,Net 30,0
INV-00650,PO-13864,TX-00650,CA01,2023,RE,100027,S027,2023-09-07,2023-09-08,2023-10-07,2023-10-05,2023-10-05,PAY6641603,45911.92,CAD,Paid,Net 30,0
INV-00988,PO-25083,TX-00988,CA01,2024,RE,100024,S024,2024-05-02,2024-05-03,2024-06-01,2024-05-30,2024-05-30,PAY6288946,7708.93,CAD,Paid,Net 30,0
INV-01640,PO-95254,TX-01640,CA01,2024,RE,100028,S028,2024-07-22,2024-07-23,2024-09-05,2024-09-05,2024-09-05,PAY6713666,121850.8,CAD,Paid,Net 45,0
INV-01839,PO-62059,TX-01839,CA01,2023,RE,100003,S003,2023-06-16,2023-06-16,2023-07-01,,,,20341.97,CAD,Pending,Net 15,0
INV-01741,PO-99277,TX-01741,CA01,2025,RE,100040,S040,2025-06-14,2025-06-14,2025-08-13,2025-08-08,2025-08-08,PAY6416760,39107.91,CAD,Paid,Net 60,0
INV-00639,PO-36305,TX-00639,CA01,2025,RE,100004,S004,2025-12-18,2025-12-20,2026-01-17,2026-01-17,2026-01-17,PAY6791645,1478.49,CAD,Paid,Net 30,0
INV-02367,PO-66813,TX-02367,CA01,2025,RE,100038,S038,2025-08-05,2025-08-06,2025-09-04,,,,43199.97,CAD,Overdue,Net 30,0
INV-00509,PO-70458,TX-00509,CA01,2023,RE,100024,S024,2023-04-26,2023-04-28,2023-05-26,2023-05-26,2023-05-26,PAY6213588,15982.61,CAD,Paid,Net 30,0
INV-00459,PO-90127,TX-00459,CA01,2025,RE,100026,S026,2025-09-22,2025-09-22,2025-10-22,2025-10-19,2025-10-19,PAY6433301,136383.52,CAD,Paid,Net 30,0
INV-00699,PO-16648,TX-00699,CA01,2024,RE,100024,S024,2024-10-03,2024-10-03,2024-11-02,,,,4610.32,CAD,Pending,Net 30,0
INV-00195,PO-30210,TX-00195,CA01,2025,RE,100018,S018,2025-12-29,2025-12-29,2026-01-28,2026-01-25,2026-01-25,PAY6578923,16546.2,CAD,Paid,Net 30,0
INV-01751,PO-71467,TX-01751,CA01,2025,RE,100038,S038,2025-10-18,2025-10-18,2025-11-17,2025-11-12,2025-11-12,PAY6821861,11609.89,CAD,Paid,Net 30,0
INV-02056,PO-91087,TX-02056,CA01,2024,RE,100024,S024,2024-08-30,2024-08-30,2024-09-29,,,,6405.75,CAD,Pending,Net 30,0
INV-00074,PO-85529,TX-00074,CA01,2023,RE,100001,S001,2023-02-19,2023-02-19,2023-03-21,2023-03-18,2023-03-18,PAY6584646,60802.58,CAD,Paid,Net 30,0
INV-02392,PO-19269,TX-02392,CA01,2024,RE,100036,S036,2024-10-03,2024-10-03,2024-11-02,,,,18376.25,CAD,Pending,Net 30,0
INV-01414,PO-48362,TX-01414,CA01,2024,RE,100028,S028,2024-03-31,2024-04-01,2024-05-15,,,,28158.73,CAD,Overdue,Net 45,0
INV-02030,PO-37551,TX-02030,CA01,2024,RE,100038,S038,2024-07-23,2024-07-25,2024-08-22,,,,56792.64,CAD,Pending,Net 30,0
INV-02034,PO-18048,TX-02034,CA01,2024,RE,100025,S025,2024-07-16,2024-07-16,2024-08-15,2024-08-14,2024-08-14,PAY6505904,2880.19,CAD,Paid,Net 30,0
INV-01885,PO-93208,TX-01885,CA01,2025,RE,100004,S004,2025-01-23,2025-01-24,2025-02-22,,,,31590.78,CAD,Pending,Net 30,0
INV-02146,PO-36557,TX-02146,CA01,2023,RE,100027,S027,2023-10-03,2023-10-04,2023-11-02,2023-10-30,2023-10-30,PAY6187401,53332.91,CAD,Paid,Net 30,0
INV-01566,PO-77376,TX-01566,CA01,2024,RE,100026,S026,2024-01-31,2024-02-02,2024-03-01,2024-02-27,2024-02-27,PAY6388196,141525.62,CAD,Paid,Net 30,0
INV-01424,PO-41224,TX-01424,CA01,2025,RE,100034,S034,2025-11-30,2025-11-30,2026-01-14,2026-01-11,2026-01-11,PAY6586252,142958.99,CAD,Paid,Net 45,0
INV-00171,PO-43246,TX-00171,CA01,2025,RE,100004,S004,2025-08-26,2025-08-28,2025-09-25,2025-09-23,2025-09-23,PAY6581866,3242.06,CAD,Paid,Net 30,0
INV-01658,PO-57850,TX-01658,CA01,2023,RE,100017,S017,2023-11-13,2023-11-13,2023-12-13,,,,99318.74,CAD,Pending,Net 30,0
INV-01069,PO-76330,TX-01069,CA01,2024,RE,100007,S007,2024-11-02,2024-11-03,2024-12-02,2024-11-28,2024-11-28,PAY6507259,23260.1,CAD,Paid,Net 30,0
INV-01285,PO-31319,TX-01285,CA01,2025,RE,100033,S033,2025-08-03,2025-08-04,2025-09-02,2025-08-30,2025-08-30,PAY6266105,25756.98,CAD,Paid,Net 30,0
INV-01467,PO-36027,TX-01467,CA01,2023,RE,100025,S025,2023-11-09,2023-11-10,2023-12-09,2023-12-09,2023-12-09,PAY6321549,2508.53,CAD,Paid,Net 30,0
INV-01948,PO-23275,TX-01948,CA01,2025,RE,100025,S025,2025-05-04,2025-05-05,2025-06-03,2025-05-31,2025-05-31,PAY6605711,5925.6,CAD,Paid,Net 30,0
INV-00595,PO-81197,TX-00595,CA01,2023,RE,100033,S033,2023-11-02,2023-11-04,2023-12-02,,,,24060.1,CAD,Pending,Net 30,0
INV-00868,PO-37912,TX-00868,CA01,2023,RE,100040,S040,2023-02-11,2023-02-11,2023-04-12,,,,61102.27,CAD,Pending,Net 60,0
INV-02124,PO-39232,TX-02124,CA01,2023,RE,100024,S024,2023-08-14,2023-08-14,2023-09-13,,,,3196.95,CAD,Pending,Net 30,0
INV-00512,PO-57774,TX-00512,CA01,2024,RE,100030,S030,2024-09-22,2024-09-24,2024-10-22,2024-10-18,2024-10-18,PAY6361083,22095.28,CAD,Paid,Net 30,0
INV-01099,PO-88011,TX-01099,CA01,2025,RE,100036,S036,2025-02-23,2025-02-23,2025-03-25,2025-03-20,2025-03-20,PAY6811801,10253.16,CAD,Paid,Net 30,0
INV-01851,PO-49590,TX-01851,CA01,2023,RE,100034,S034,2023-02-16,2023-02-17,2023-04-02,2023-03-28,2023-03-28,PAY6739764,15443.49,CAD,Paid,Net 45,0
INV-01519,PO-23616,TX-01519,CA01,2025,RE,100030,S030,2025-08-29,2025-08-29,2025-09-28,2025-09-27,2025-09-27,PAY6417469,81150.89,CAD,Paid,Net 30,0
INV-00019,PO-53025,TX-00019,CA01,2024,RE,100035,S035,2024-04-16,2024-04-17,2024-05-31,2024-05-30,2024-05-30,PAY6771523,52234.89,CAD,Paid,Net 45,0
INV-01095,PO-71220,TX-01095,CA01,2024,RE,100008,S008,2024-02-26,2024-02-28,2024-03-27,2024-03-24,2024-03-24,PAY6144775,9198.17,CAD,Paid,Net 30,0
INV-01990,PO-69826,TX-01990,CA01,2023,RE,100025,S025,2023-03-25,2023-03-25,2023-04-24,,,,7641.23,CAD,Pending,Net 30,0
INV-02336,PO-41836,TX-02336,CA01,2023,RE,100040,S040,2023-06-27,2023-06-29,2023-08-26,2023-08-26,2023-08-26,PAY6896531,76774.73,CAD,Paid,Net 60,0
INV-00859,PO-50907,TX-00859,CA01,2023,RE,100006,S006,2023-05-02,2023-05-02,2023-06-16,,,,52405.2,CAD,Pending,Net 45,0
INV-01989,PO-90276,TX-01989,CA01,2025,RE,100018,S018,2025-11-04,2025-11-05,2025-12-04,2025-12-04,2025-12-04,PAY6905791,23755.61,CAD,Paid,Net 30,0
INV-01972,PO-98963,TX-01972,CA01,2025,RE,100016,S016,2025-08-24,2025-08-26,2025-09-08,2025-09-06,2025-09-06,PAY6691308,7536.41,CAD,Paid,Net 15,0
INV-01164,PO-39591,TX-01164,CA01,2024,RE,100033,S033,2024-11-18,2024-11-18,2024-12-18,2024-12-18,2024-12-18,PAY6124870,37330.43,CAD,Paid,Net 30,0
INV-02274,PO-52247,TX-02274,CA01,2025,RE,100028,S028,2025-09-22,2025-09-23,2025-11-06,2025-11-04,2025-11-04,PAY6784140,26881.96,CAD,Paid,Net 45,0
INV-01393,PO-82937,TX-01393,CA01,2025,RE,100033,S033,2025-07-16,2025-07-18,2025-08-15,2025-08-13,2025-08-13,PAY6240932,121204.32,CAD,Paid,Net 30,0
INV-01228,PO-56833,TX-01228,CA01,2023,RE,100038,S038,2023-12-18,2023-12-20,2024-01-17,2024-01-17,2024-01-17,PAY6468288,25298.46,CAD,Paid,Net 30,0
INV-00906,PO-77760,TX-00906,CA01,2024,RE,100006,S006,2024-06-24,2024-06-24,2024-08-08,,,,145110.05,CAD,Pending,Net 45,0
INV-00200,PO-77499,TX-00200,CA01,2024,RE,100035,S035,2024-12-13,2024-12-13,2025-01-27,,,,41703.19,CAD,Pending,Net 45,0
INV-01991,PO-72195,TX-01991,CA01,2023,RE,100003,S003,2023-02-12,2023-02-12,2023-02-27,2023-02-27,2023-02-27,PAY6821149,24824.57,CAD,Paid,Net 15,0
INV-00392,PO-64266,TX-00392,CA01,2023,RE,100031,S031,2023-01-05,2023-01-06,2023-02-19,2023-02-17,2023-02-17,PAY6733281,24999.23,CAD,Paid,Net 45,0
INV-01835,PO-13175,TX-01835,CA01,2024,RE,100027,S027,2024-06-20,2024-06-20,2024-07-20,2024-07-19,2024-07-19,PAY6995355,4412.99,CAD,Paid,Net 30,0
INV-02010,PO-27574,TX-02010,CA01,2023,RE,100035,S035,2023-01-19,2023-01-21,2023-03-05,2023-03-02,2023-03-02,PAY6169654,251638.53,CAD,Paid,Net 45,0
